Hottolink Inc,"Chiyoda-Ku, Tokyo (Headquarters)",http://www.hottolink.co.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Hottolink%20Inc&id=0010L00001u3rT6QAI
Cinqsmile,"Minatoku, Tokyo (Headquarters)",https://5smile.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cinqsmile&id=0010L00001u3rtqQAA
SXiQ,"Melbourne, Victoria (Headquarters)",http://www.sxiq.com.au,Select Consulting Partner,"We help organisations with their Digital Transformation across three technology domains covering Employee Experience, Cloud Hosting and CyberSecurity. We have extensive skills in Public Cloud, Office 365, Identify Management, Business Workflow Automation, Application Modernisation and Security Advisory. See our website for more information","AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SXiQ&id=0010L00001u3s3XQAQ
"BizConf Telecom Co.,Ltd","Shanghai, Shanghai (Headquarters)",http://www.bizconf.cn,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BizConf%20Telecom%20Co.%2CLtd&id=0010L00001u3s7wQAA
Somo,"Victoria, London (Headquarters)",https://www.somoglobal.com,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Somo&id=0010L00001u3sGuQAI
ZipRecruiter,"Santa Monica, California (Headquarters)",http://www.ziprecruiter.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ZipRecruiter&id=0010L00001u3sHOQAY
Rubikloud Technologies,"TORONTO, Ontario (Headquarters)",http://www.rubikloud.ai,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Rubikloud%20Technologies&id=0010L00001u3syTQAQ
VARADA,"Ramat Gan, Israel (Headquarters)",http://www.varada.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=VARADA&id=0010L00001u3t6xQAA
Apption,"Ottawa, Ontario (Headquarters)",http://www.apption.com,Select Consulting Partner,"We work with organizations that need data-centric software solutions. Our client list includes government organizations handling financial transactions, health treatment and safety issues, statistics, tracking and service delivery. We work in the private sector with retailers, service providers, financial sector players enabling their businesses with advanced custom software solutions.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Apption&id=0010L00001u3tMjQAI
Identify3D,"San Mateo, California (Headquarters)",https://www.identify3d.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Identify3D&id=0010L00001u3tlqQAA
GClue,"Aizuwakamatsu, Fukushima (Headquarters)",http://www.gclue.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GClue&id=0010L00001u3uI9QAI
eMagiz Services BV,"Enschede, Overijssel (Headquarters)",http://www.eMagiz.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=eMagiz%20Services%20BV&id=0010L00001u3uvIQAQ
Auklet,"Troy, Michigan (Headquarters)",https://www.auklet.io,Select Technology Partner,"Auklet is the problem-solving software to quickly identify, monitor, and resolve issues across releases and hardware contexts. Auklet's featherweight error tracking and monitoring tool, allows developers to quickly triage errors and performance issues and resolve them quickly.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Auklet&id=0010L00001u3vkdQAA
MobileLive Inc.,"Toronto, Ontario (Headquarters)",http://www.mobilelive.ca,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=MobileLive%20Inc.&id=0010L00001u3yq2QAA
Springload Limited,"Wellington, Wellington (Headquarters)",https://www.springload.co.nz,Select Consulting Partner,,AWS Certified Sysops Administrator - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Springload%20Limited&id=0010L00001u400pQAA
"CONCORE'S Co., Ltd.","日本橋箱崎町, 東京都 中央区 (Headquarters)",http://concores.co.jp/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CONCORE%27S%20Co.%2C%20Ltd.&id=0010L00001u40FEQAY
"Zhengzhou Sinoart Information Technology Co., Ltd.","郑州, Henan (Headquarters)",http://www.yisainuo.com/,Select Consulting Partner,,AWS Certified Solutions Architect - Professional,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Zhengzhou%20Sinoart%20Information%20Technology%20Co.%2C%20Ltd.&id=0010L00001u40ZfQAI
EducationCity Ltd,"Oakham, Rutland (Headquarters)",http://www.educationcity.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=EducationCity%20Ltd&id=0010L00001u41E6QAI
"Shanghai Vechain information technology Co.,Ltd","Shanghai, Shanghai (Headquarters)",http://www.vechain.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Shanghai%20Vechain%20information%20technology%20Co.%2CLtd&id=0010L00001u41K0QAI
Opaq,"Herndon, Virginia (Headquarters)",http://www.opaq.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Opaq&id=0010L00001u422PQAQ
Q Engineering,"Houston, Texas (Headquarters)",http://www.q.engineering,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Q%20Engineering&id=0010L00001u42c8QAA
Accelteam Sdn Bhd,"Kuala Lumpur, AP (Headquarters)",http://www.accelteam.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Accelteam%20Sdn%20Bhd&id=0010L00001u43LdQAI
Data2Performance AG,"Baar, Zug (Headquarters)",http://www.data2performance.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Data2Performance%20AG&id=0010L00001u43aNQAQ
First Derivatives plc,"NEWRY, DOWN (Headquarters)",http://www.firstderivatives.com,Select Consulting Partner,"First Derivatives is a leading provider of solutions and services to some of the world’s largest finance, technology and energy institutions. The Company scopes, designs, develops, implements and supports a broad range of mission-critical data and trading systems. As a first mover and influencer, we are on the leading edge of AWS migration efforts across our global client base.","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=First%20Derivatives%20plc&id=0010L00001u442fQAA
StreamWeaver,"New York, New York (Headquarters)",http://www.streamweaver.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=StreamWeaver&id=0010L00001u476gQAA
Apiphani,"Cambridge, Massachusetts (Headquarters)",http://www.apiphani.io,Select Consulting Partner,apiphani is a technology enabled services company dedicated to helping businesses minimize the effort and risk associated with managing tier SAP applications. By integrating decades of SAP managed services experience with intelligent automation and machine learning we are able to drive extreme efficiency and reliability in support of our client's mission critical workloads.,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Apiphani&id=0010L00001u47reQAA
Active Intelligence Pte Ltd,"Singapore, Singapore (Headquarters)",https://www.active.ai,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Active%20Intelligence%20Pte%20Ltd&id=0010L00001u487rQAA
Retter,"Istanbul, Istanbul (Headquarters)",http://www.rettermobile.com,Select Consulting Partner,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Retter&id=0010L00001u48o7QAA
"Kogence, Inc.","Mountain View, California (Headquarters)",https://www.kogence.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Kogence%2C%20Inc.&id=0010L00001u4AcSQAU
inGenious AI,"Melbourne, Victoria (Headquarters)",http://www.ingenious.ai,Select Technology Partner,"At inGenious.AI, we create engaging, informative and useful conversational interfaces (CIs), enabling customers to communicate with companies in the same way as they would with their friends. We specialise in providing an enjoyable, effective one-to-one customer experience via chatbots, which are scalable and comparatively low cost.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=inGenious%20AI&id=0010L00001u4B6wQAE
Distrii,"Shanghai, Shanghai (Headquarters)",http://www.distrii.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Distrii&id=0010L00001u4BjPQAU
HAIZHI,"上海, Shanghai (Headquarters)",http://www.ruyi.ai,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=HAIZHI&id=0010L00001u4BrlQAE
Brushup Inc.,"大阪市北区大深町, 大阪府 (Headquarters)",https://www.brushup-inc.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Brushup%20Inc.&id=0010L00001u4BuGQAU
Netland Co. Ltd,"港区六本木, 東京都 (Headquarters)",http://www.net-land.co.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Netland%20Co.%20Ltd&id=0010L00001u4FXDQA2
Digiasa Inc.,"大阪市, 大阪府 (Headquarters)",https://digiasa.co.jp/,Select Consulting Partner,,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Digiasa%20Inc.&id=0010L00001u4FmuQAE
Nissin Infomation System LTD,"大阪市中央区内本町, 大阪府 (Headquarters)",https://www.nissinjoho.co.jp/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nissin%20Infomation%20System%20LTD&id=0010L00001u4FqSQAU
GovernancaBrasil SA,"Blumenau, Santa Catarina (Headquarters)",http://www.govbr.com.br,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GovernancaBrasil%20SA&id=0010L00001u4FtvQAE
"Code Climate, Inc","New York, New York (Headquarters)",https://www.codeclimate.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Code%20Climate%2C%20Inc&id=0010L00001u4IKcQAM
"Voyant, Inc.","AUSTIN, Texas (Headquarters)",http://www.planwithvoyant.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Voyant%2C%20Inc.&id=0010L00001u4IO5QAM
"INDO SISTEM GLOBAL, PT","Cirebon, DKI Jakarta (Headquarters)",http://www.indosystem.com,Select Technology Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=INDO%20SISTEM%20GLOBAL%2C%20PT&id=0010L00001u4IptQAE
chengdu Yuangaofen,"成都, Sichuan (Headquarters)",http://www.yuangaofen.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=chengdu%20Yuangaofen&id=0010L00001u4JE5QAM
"Falcon System Consulting,INC","川崎市高津区坂戸, 神奈川県 (Headquarters)",http://www.falconsc.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Falcon%20System%20Consulting%2CINC&id=0010L00001u4K8xQAE
Lixar,"Ottawa, Ontario (Headquarters)",http://www.lixar.com,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Lixar&id=0010L00001u4KQNQA2
Mobilenik,"CABA, Buenos Aires City (Headquarters)",https://www.mobilenik.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Mobilenik&id=0010L00001u4KX1QAM
Betterez Canada Inc.,"Toronto, Ontario (Headquarters)",http://www.betterez.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Betterez%20Canada%20Inc.&id=0010L00001u4LplQAE
SOFTURA,"Farmington Hills, Michigan (Headquarters)",http://www.softura.com,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SOFTURA&id=0010L00001u4MY0QAM
NEXTSCAPE INC.,"新宿区西新宿小田急第一生命ビル, 東京都 (Headquarters)",https://www.nextscape.net/,Select Technology Partner,"NEXTSCAPE's Multi DRM Kit is an API-based DRM service covering all major DRMs, Microsoft PlayReady, Google Widevine, and Apple FairPlay Streaming. Multi DRM Kit reduces the complexity of implementing DRM features with presets and code samples. NEXTSCAPE is also a technology parnter of AWS Elemental.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NEXTSCAPE%20INC.&id=0010L00001u4MbTQAU
"If You Can, LLC","Weldon Spring, Missouri (Headquarters)",https://www.ifyoucan.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=If%20You%20Can%2C%20LLC&id=0010L00001u4Tt8QAE
ManoGroup,"Quito, Pichincha (Headquarters)",https://www.manogroup.io,Select Consulting Partner,"ManoGroup helps businesses tap the power of the Amazon Web Services Cloud with a 100% focus on our clients success, we provide our expertise, based on proven results, across security, devops, kubernetes and IaC technologies. Designing, building and implementing world-class infrastructures that satisfy your current and future business needs.","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ManoGroup&id=0010L00001u4UO8QAM
Moff Inc.,"千代田区, 東京都 (Headquarters)",http://jp.moff.mobi,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Moff%20Inc.&id=0010L00001u4URgQAM
"Transn IOL Technology Co.,Ltd.","Beijing, Beijing (Headquarters)",http://www.iol8.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Transn%20IOL%20Technology%20Co.%2CLtd.&id=0010L00001u4UszQAE
NTT DATA Italia S.p.A.,"Milan, MI (Headquarters)",http://www.nttdata.com/it,Select Consulting Partner,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NTT%20DATA%20Italia%20S.p.A.&id=0010L00001u4V1hQAE
Onfido,"London, Greater London (Headquarters)",https://www.onfido.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Onfido&id=0010L00001u4VIfQAM
Rezdy,"Surry Hills, New South Wales (Headquarters)",http://www.rezdy.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Rezdy&id=0010L00001u4W82QAE
AI CROSS Inc.,"港区, 東京都 (Headquarters)",http://aicross.co.jp,Select Technology Partner,,AWS Certified Solutions Architect - Professional,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AI%20CROSS%20Inc.&id=0010L00001u4WAQQA2
Onenet Ingenieria SA,"Santiago, Santiago (Headquarters)",http://www.onenet.cl,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Onenet%20Ingenieria%20SA&id=0010L00001u4XseQAE
Dace IT LLC.,"Las Vegas, Nevada (Headquarters)",http://www.sensetrafficpulse.com,Select Technology Partner,"Dace IT LLC d/b/a Sense Traffic Pulse™ On-Demand Intelligent Video Analytics solutions for creating AI, Machine Learning datasets. A scale-able and rapid-to-deploy video content analysis solution which turns video into a gold mine. Sense Traffic Pulse is a cost-effective and easy-to-deploy Intelligent video analytic solution based on computer-vision, copyrighted & patented code.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Dace%20IT%20LLC.&id=0010L00001u4bTAQAY
Developer Program LLC,"ROUND ROCK, Texas (Headquarters)",http://www.developerprogram.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Developer%20Program%20LLC&id=0010L00001u4cEZQAY
"Beijing Changyi Information Technologies Co.,Ltd","北京市, Beijing (Headquarters)",http://www.changyi.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Beijing%20Changyi%20Information%20Technologies%20Co.%2CLtd&id=0010L00001u4cj0QAA
Nexapp,"Québec, Quebec (Headquarters)",http://www.nexapp.ca,Select Consulting Partner,"Nexapp is committed to promoting good software development practices in the community. Software development has undergone significant changes in recent years and continues to evolve rapidly. What will definitely not change, however, is our faith in software quality and good practices.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nexapp&id=0010L00001u4eCZQAY
Nuvalence,"Madison, New Jersey (Headquarters)",http://www.nuvalence.io,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nuvalence&id=0010L00001u4eUWQAY
Sudrania LLC,"Downers Grove, Illinois (Headquarters)",http://www.sudrania.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Sudrania%20LLC&id=0010L00001u4eo8QAA
"Tech Bureau Holdings, Corp.","千代田区, 東京都 (Headquarters)",https://www.techbureau.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Tech%20Bureau%20Holdings%2C%20Corp.&id=0010L00001u4gMDQAY
